A1,A2,A3,A4,A5,A6,A7,A8,A9,Class
102,0,103,-2,72,10,1,31,30,positive
105,-1,107,0,70,0,1,37,35,positive
78,0,82,2,-40,7,4,123,120,positive
84,-2,88,0,6,0,4,83,78,positive
78,0,82,0,-40,5,4,123,120,positive
106,4,107,2,70,0,1,37,36,positive
82,0,86,0,-7,-15,3,93,90,positive
122,1407,104,0,35,-5,-17,69,85,positive
84,0,88,-1,6,-4,4,83,78,positive
105,-4,106,-6,70,0,1,35,34,positive
79,0,83,0,-27,26,4,111,107,positive
76,1,80,-4,-42,-2,4,124,120,positive
102,0,103,2,70,-5,1,33,32,positive
83,0,87,0,1,0,3,85,82,positive
102,4,104,4,70,-1,1,34,32,positive
101,3,102,0,72,13,1,29,28,positive
79,-3,83,-3,-40,0,4,125,121,positive
102,2,103,6,70,0,1,34,33,positive
104,0,105,0,70,-2,1,35,34,positive
84,0,88,0,0,-9,3,88,86,positive
77,1,81,0,-41,0,4,124,121,positive
106,0,108,-2,70,-3,1,38,36,positive
77,0,81,-3,-41,-5,4,124,120,positive
81,-5,86,-1,-40,0,4,127,123,positive
81,0,84,1,-12,0,4,98,94,positive
121,1327,105,1,37,-4,-16,67,82,positive
102,0,103,1,70,-6,1,33,32,positive
80,0,84,0,-28,-5,4,112,108,positive
77,4,81,0,-42,0,4,125,121,positive
107,6,107,0,69,-1,0,38,36,positive
83,1,86,0,-2,0,3,89,86,positive
78,0,82,0,-40,0,4,124,120,positive
79,-4,83,-5,-40,0,4,125,121,positive
76,1,80,-4,-41,0,4,123,119,positive
82,-1,86,0,-10,0,4,96,92,positive
76,1,81,0,-40,0,4,122,118,positive
79,-4,83,-5,-40,1,4,125,121,positive
101,1,102,0,72,13,1,30,29,positive
80,-1,84,-1,-40,0,4,125,121,positive
80,0,85,5,-40,7,5,126,122,positive
80,2,84,0,-41,0,4,128,124,positive
106,4,107,1,70,0,1,37,36,positive
83,0,86,0,-1,18,3,89,85,positive
83,0,86,-1,-3,-12,3,91,88,positive
106,-1,108,0,70,-1,1,38,36,positive
102,4,104,6,70,0,1,34,33,positive
85,0,88,0,2,-22,3,86,82,positive
76,0,80,-6,-42,-12,4,124,120,positive
105,0,107,7,70,0,1,37,35,positive
77,-2,81,0,-40,0,4,122,117,positive
84,-3,88,0,1,1,3,86,82,positive
82,0,86,1,-40,4,5,128,124,positive
104,0,105,7,70,0,1,35,33,positive
84,0,88,0,2,0,3,84,81,positive
106,0,107,0,72,8,1,35,33,positive
79,0,83,0,-29,-7,4,113,109,positive
81,0,84,0,-20,-2,4,106,102,positive
102,0,103,-3,72,10,1,31,30,positive
81,0,85,-1,-40,0,4,126,122,positive
84,-1,88,2,6,0,3,83,79,positive
102,0,102,0,70,-20,1,33,32,positive
80,4,84,0,-24,0,4,108,105,positive
75,3,80,3,-40,0,4,122,118,positive
101,0,102,0,71,3,1,29,28,positive
80,2,84,0,-41,0,4,127,123,positive
104,0,105,0,70,0,1,35,34,positive
84,0,88,1,3,0,3,84,81,positive
79,0,83,0,-28,-6,4,112,108,positive
103,0,104,0,72,28,1,32,30,positive
83,0,87,-2,-2,-12,3,90,88,positive
84,0,88,-5,0,0,3,88,84,positive
102,2,103,0,72,12,1,30,29,positive
82,2,86,4,-40,1,5,128,124,positive
101,0,102,0,72,14,1,29,28,positive
104,0,105,-1,70,0,1,35,34,positive
106,0,108,-2,70,-4,1,38,36,positive
81,0,84,0,-8,18,3,95,92,positive
76,0,80,-5,-42,-13,4,124,120,positive
80,4,84,0,-21,0,4,106,103,positive
101,0,103,0,72,11,1,30,29,positive
80,0,84,0,-28,-4,4,112,108,positive
84,0,88,0,2,0,3,84,81,positive
81,0,86,0,-40,3,4,127,123,positive
79,0,83,2,-43,-26,4,128,124,positive
84,-2,88,0,5,0,3,83,78,positive
81,0,84,0,-12,20,3,98,95,positive
118,204,105,1,44,-1,-13,60,72,positive
84,0,88,0,1,19,3,86,82,positive
103,0,104,0,70,0,1,34,33,positive
102,0,103,1,70,-6,1,33,32,positive
75,4,79,3,-40,0,4,122,118,positive
81,-1,85,-1,-40,0,4,126,122,positive
84,0,88,3,6,0,3,83,79,positive
84,-2,88,0,6,0,4,83,78,positive
102,4,104,4,70,-1,1,34,32,positive
82,1,86,3,-40,4,5,128,124,positive
84,0,88,0,1,20,3,86,82,positive
84,0,88,0,1,0,3,86,82,positive
101,0,103,0,72,11,1,30,29,positive
79,0,83,0,-40,0,4,124,120,positive
102,-3,103,0,70,0,1,33,32,positive
105,2,106,1,70,0,1,36,35,positive
82,0,86,0,-40,0,4,127,123,positive
81,0,86,3,-40,5,5,127,123,positive
79,0,83,0,-33,-2,4,118,113,positive
76,0,81,4,-42,0,4,125,121,positive
82,0,86,0,-40,0,4,127,123,positive
102,5,104,1,70,-2,1,34,32,positive
81,0,86,2,-40,4,5,127,123,positive
84,0,88,0,1,19,3,86,82,positive
84,0,88,0,5,0,3,83,80,positive
101,0,102,0,71,3,1,29,28,positive
84,-1,88,1,6,0,3,83,78,positive
80,1,85,0,-40,5,4,126,121,positive
81,-4,86,0,-40,0,4,127,123,positive
81,0,86,0,-40,4,4,127,122,positive
84,0,88,0,0,0,3,88,84,positive
117,187,105,0,46,-1,-11,59,69,positive
80,3,84,0,-41,0,4,128,124,positive
77,0,81,0,-40,9,4,122,118,positive
103,3,104,8,70,0,1,35,34,positive
79,0,83,0,-28,23,4,112,108,positive
76,-4,80,0,-40,0,4,121,116,positive
85,0,88,0,2,19,3,86,82,positive
79,0,82,-202,-27,-7,3,111,107,positive
80,0,84,-1,-40,0,4,125,121,positive
82,0,85,0,-7,-15,3,93,90,positive
82,0,86,0,-12,-3,3,99,94,positive
105,0,107,-3,70,-3,1,37,35,positive
81,1,86,0,-40,1,4,127,122,positive
102,0,103,3,70,-1,1,33,32,positive
76,2,80,-1,-40,0,4,121,118,positive
82,0,85,0,-5,17,3,92,89,positive
83,0,86,0,-2,17,3,89,86,positive
83,0,86,0,-3,-12,3,91,88,positive
77,1,81,0,-42,0,4,125,122,positive
77,1,81,4,-42,0,4,125,121,positive
85,2,88,0,0,-2,3,87,85,positive
84,-2,88,0,2,1,3,85,82,positive
84,1,87,0,-1,0,3,89,86,positive
79,0,84,3,-40,7,4,125,121,positive
82,0,85,0,-11,-12,3,97,94,positive
81,1,85,0,-24,6,4,110,106,positive
77,1,82,0,-38,0,4,121,117,positive
106,-2,107,-3,71,0,1,35,34,positive
85,0,88,0,2,-24,3,86,82,positive
83,0,87,0,0,0,3,88,84,positive
104,0,105,0,70,-2,1,35,34,positive
84,3,88,0,3,-8,3,85,80,positive
74,0,79,4,-42,0,4,123,119,positive
81,1,86,2,-40,4,4,127,123,positive
80,0,84,0,-36,0,4,120,116,positive
81,0,85,0,-12,-7,3,99,96,positive
106,4,107,1,70,0,1,37,36,positive
80,-3,84,0,-23,-6,4,109,105,positive
80,0,85,0,-40,1,4,126,122,positive
83,0,87,0,0,0,3,86,83,positive
76,-2,80,-2,-40,0,4,121,116,positive
83,1,86,0,-1,0,3,88,86,positive
83,0,87,0,-2,-15,3,90,88,positive
77,1,81,0,-42,0,4,125,122,positive
78,1,82,0,-37,0,4,121,116,positive
82,0,86,0,-1,22,3,88,84,positive
76,2,80,0,-41,0,4,124,121,positive
79,0,83,0,-45,-28,4,129,125,positive
104,4,105,4,70,0,1,35,34,positive
85,-2,88,0,3,0,3,84,81,positive
103,0,104,0,70,0,1,34,33,positive
102,0,103,-2,72,12,1,30,29,positive
103,-4,105,-3,70,0,1,35,33,positive
76,0,80,-5,-41,-8,4,123,119,positive
81,-5,85,-2,-40,0,4,127,123,positive
82,0,86,2,-40,6,5,128,124,positive
106,-2,107,-3,71,0,1,35,34,positive
84,0,87,0,0,20,3,87,83,positive
84,0,87,-1,-1,0,3,89,85,positive
102,0,103,2,70,-1,1,33,32,positive
81,0,84,0,-19,23,3,104,101,positive
102,0,103,2,70,-5,1,33,32,positive
84,0,88,0,-1,-10,3,89,87,positive
102,1,102,0,70,-5,1,33,32,positive
80,3,84,0,-28,-1,4,112,108,positive
102,0,103,0,72,12,1,31,30,positive
80,4,84,0,-22,0,4,107,103,positive
81,0,84,0,-10,19,3,96,93,positive
84,0,88,0,1,0,3,85,82,positive
83,0,86,0,-3,18,3,90,87,positive
84,0,88,0,2,-6,3,85,82,positive
76,0,80,-6,-42,-13,4,124,120,positive
85,0,88,0,0,-12,3,88,86,positive
78,0,83,-4,-37,0,4,120,116,positive
104,1,105,4,70,-21,1,35,34,positive
85,4,88,0,2,-4,3,85,83,positive
85,4,88,0,2,-5,3,86,83,positive
79,0,83,0,-39,0,4,123,119,positive
102,4,104,7,70,0,1,34,33,positive
101,0,102,-1,72,6,1,29,28,positive
84,-1,88,0,2,0,3,85,82,positive
106,3,107,0,70,-1,1,37,35,positive
83,0,87,0,0,18,3,88,84,positive
84,0,88,0,-2,-17,3,90,88,positive
74,5,78,8,-42,-1,4,122,118,positive
76,0,80,-6,-42,-7,4,124,120,positive
81,0,86,3,-40,5,5,127,123,positive
81,0,85,0,-40,1,4,126,122,positive
82,0,86,2,-40,6,5,128,124,positive
75,1,80,0,-40,0,4,122,118,positive
78,0,82,0,-30,24,4,114,109,positive
106,0,107,0,72,6,1,35,34,positive
85,3,88,0,2,-5,3,86,83,positive
104,0,105,0,70,-2,1,35,33,positive
84,-1,88,0,6,-2,5,83,78,positive
104,0,105,0,72,12,1,33,32,positive
82,0,85,0,-11,-11,3,97,94,positive
84,0,87,0,-1,0,3,89,85,positive
106,-1,107,0,70,0,1,37,35,positive
76,1,81,0,-40,0,4,122,118,positive
101,0,102,-1,72,13,1,29,28,positive
76,1,81,-3,-42,-3,4,125,120,positive
84,0,88,-2,-1,-15,3,89,86,positive
79,0,83,0,-28,-6,4,112,108,positive
86,352,84,7,-22,-2,-1,108,110,positive
80,0,84,0,-28,-3,4,112,108,positive
79,0,83,0,-40,1,4,124,120,positive
82,0,87,1,-40,5,5,128,124,positive
102,5,104,0,70,-2,1,34,33,positive
